listing_id,url,make,model,manufactured,type_of_vehicle,power,engine_cap,curb_weight,no_of_owners,mileage,price
922344,https://www.sgcarmart.com/listing/922344,mercedes-benz,a200,2020,hatchback,120,1332,1375,1,652,181988
992166,https://www.sgcarmart.com/listing/992166,bmw,318i,2015,luxury sedan,100,1499,1425,2,75000,70800
C994918,https://www.sgcarmart.com/listing/C994918,mercedes-benz,amg,2016,suv,280,1991,1585,1,41629,151800
1028209,https://www.sgcarmart.com/listing/1028209,mitsubishi,lancer,2007,mid-sized sedan,79,1584,XXXXX,1,140000,7800
992894,https://www.sgcarmart.com/listing/992894,toyota,harrier,2016,suv,111,1986,1610,2,59221,93800
967501,https://www.sgcarmart.com/listing/967501,rolls-royce,wraith,2019,sports car,441,6592,2435,1,3000,1250000
1007622,https://www.sgcarmart.com/listing/1007622,honda,jazz,2016,hatchback,96,1498,1046,1,55700,55800
1027818,https://www.sgcarmart.com/listing/1027818,nissan,note,2017,hatchback,58,1198,1048,1,46957,50888
1007933,https://www.sgcarmart.com/listing/1007933,nissan,note,2018,hatchback,58,1198,1048,1,28992,60800
1022447,https://www.sgcarmart.com/listing/1022447,honda,e,2017,mpv,129,2356,1769,1,48734,101800
1006725,https://www.sgcarmart.com/listing/1006725,bmw,x3,2020,suv,135,1998,1685,1,2000,202800
1027195,https://www.sgcarmart.com/listing/1027195,opel,astra,2017,hatchback,77,999,1188,2,46000,57000
1007461,https://www.sgcarmart.com/listing/1007461,toyota,c-hr,2018,suv,90,1797,1440,1,15000,100888
1014521,https://www.sgcarmart.com/listing/1014521,volkswagen,sharan,2015,mpv,147,1984,1790,1,103000,74800
1004957,https://www.sgcarmart.com/listing/1004957,hyundai,avante,2009,mid-sized sedan,89,1591,1264,2,94525,51800
1016942,https://www.sgcarmart.com/listing/1016942,mazda,3,2018,mid-sized sedan,88,1496,1310,1,78000,69800
1007067,https://www.sgcarmart.com/listing/1007067,mitsubishi,airtrek,2005,suv,177,1997,1533,2,145000,85888
1022553,https://www.sgcarmart.com/listing/1022553,jaguar,xj,2015,luxury sedan,177,1999,1804,1,87000,148800
943701,https://www.sgcarmart.com/listing/943701,mercedes-benz,r350l,2006,mpv,200,3498,2130,2,169000,48800
994972,https://www.sgcarmart.com/listing/994972,honda,fit,2019,hatchback,73,1317,1030,1,21217,68800
997235,https://www.sgcarmart.com/listing/997235,mercedes-benz,e250,2010,sports car,150,1796,1695,4,83000,110000
1029972,https://www.sgcarmart.com/listing/1029972,toyota,harrier,2020,suv,127,1987,1580,1,8362,153800
1027570,https://www.sgcarmart.com/listing/1027570,honda,city,2008,mid-sized sedan,88,1497,1150,2,112000,47800
992386,https://www.sgcarmart.com/listing/992386,kia,cerato,2017,mid-sized sedan,95,1591,1295,2,51240,58800
C1029982,https://www.sgcarmart.com/listing/C1029982,toyota,corolla,2015,mid-sized sedan,90,1598,1205,1,71000,56800
1023674,https://www.sgcarmart.com/listing/1023674,toyota,wish,2006,mpv,97,1794,1300,5,204560,33500
984453,https://www.sgcarmart.com/listing/984453,volkswagen,passat,2016,luxury sedan,132,1798,1480,2,58000,78800
1027572,https://www.sgcarmart.com/listing/1027572,audi,q3,2015,suv,110,1395,1480,1,60000,61988
C1003523,https://www.sgcarmart.com/listing/C1003523,bmw,320i,2013,luxury sedan,135,1997,1420,2,90288,53200
C963944,https://www.sgcarmart.com/listing/C963944,mercedes-benz,c160,2020,luxury sedan,95,1497,1505,1,5077,149500
C1024951,https://www.sgcarmart.com/listing/C1024951,kia,sportage,2009,suv,104,1975,1554,1,171000,48800
1015979,https://www.sgcarmart.com/listing/1015979,honda,freed,2016,mpv,101,1496,1430,1,81433,77888
1003717,https://www.sgcarmart.com/listing/1003717,bmw,x2,2018,suv,141,1998,1460,2,25000,135888
1025180,https://www.sgcarmart.com/listing/1025180,hyundai,elantra,2018,mid-sized sedan,93,1591,1345,2,41000,66800
1016610,https://www.sgcarmart.com/listing/1016610,mercedes-benz,amg,2020,suv,120,1332,1555,1,20,208988
1023354,https://www.sgcarmart.com/listing/1023354,toyota,corolla,2011,mid-sized sedan,90,1598,1195,2,110900,55888
1008507,https://www.sgcarmart.com/listing/1008507,nissan,latio,2008,mid-sized sedan,80,1498,1110,2,128000,47800
1026557,https://www.sgcarmart.com/listing/1026557,mercedes-benz,e250,2017,luxury sedan,155,1991,1615,1,106000,143800
990639,https://www.sgcarmart.com/listing/990639,toyota,prius,2018,mpv,100,1797,1460,1,8088,121800
1003559,https://www.sgcarmart.com/listing/1003559,mercedes-benz,amg,2021,luxury sedan,336,2999,2065,1,652,551988
1017269,https://www.sgcarmart.com/listing/1017269,bmw,520i,2015,luxury sedan,135,1997,1615,2,98700,83500
1030954,https://www.sgcarmart.com/listing/1030954,bmw,216i,2019,mpv,80,1499,1490,1,26916,113888
986864,https://www.sgcarmart.com/listing/986864,mercedes-benz,e300,2009,luxury sedan,170,2996,1709,2,98000,71800
1028841,https://www.sgcarmart.com/listing/1028841,honda,jazz,2008,hatchback,73,1339,1060,3,155000,20500
1029282,https://www.sgcarmart.com/listing/1029282,honda,fit,2019,hatchback,73,1317,1030,1,33000,67800
1030683,https://www.sgcarmart.com/listing/1030683,bmw,328i,2012,luxury sedan,180,1997,1455,3,162000,49200
1007554,https://www.sgcarmart.com/listing/1007554,honda,freed,2018,mpv,101,1496,1430,1,54000,96515
1015856,https://www.sgcarmart.com/listing/1015856,mazda,2,2017,suv,121,1998,1571,1,29580,95800
1009409,https://www.sgcarmart.com/listing/1009409,porsche,panamera,2010,sports car,300,3605,1760,3,107000,145800
1020798,https://www.sgcarmart.com/listing/1020798,seat,ateca,2018,suv,110,1395,1476,1,26751,94800
1023814,https://www.sgcarmart.com/listing/1023814,bmw,x3,2018,suv,135,1998,1660,1,52095,159998
1028301,https://www.sgcarmart.com/listing/1028301,subaru,forester,2016,suv,110,1995,1566,1,65000,62800
1016696,https://www.sgcarmart.com/listing/1016696,mercedes-benz,gla180,2018,suv,90,1595,1435,1,86000,107800
973422,https://www.sgcarmart.com/listing/973422,honda,civic,2008,mid-sized sedan,70,1339,1290,4,227000,47000
986138,https://www.sgcarmart.com/listing/986138,audi,a3,2015,luxury sedan,92,1395,1310,2,53223,65800
998780,https://www.sgcarmart.com/listing/998780,mercedes-benz,gla180,2019,suv,90,1595,1435,1,36000,125800
1025961,https://www.sgcarmart.com/listing/1025961,lexus,nx,2017,suv,175,1998,1755,1,45500,139800
1028280,https://www.sgcarmart.com/listing/1028280,toyota,camry,2018,luxury sedan,155,2487,1540,2,14000,106888
996505,https://www.sgcarmart.com/listing/996505,honda,cr-v,2016,suv,140,2354,1574,1,75396,79800
1010044,https://www.sgcarmart.com/listing/1010044,toyota,prius,2018,mpv,100,1798,1500,1,33000,96800
942954,https://www.sgcarmart.com/listing/942954,mercedes-benz,g350,2013,suv,155,2987,2570,3,89669,378378
1026309,https://www.sgcarmart.com/listing/1026309,mazda,2,2015,mpv,111,1998,1535,1,98000,53800
1012258,https://www.sgcarmart.com/listing/1012258,nissan,note,2020,hatchback,58,1198,1048,1,2700,75388
966650,https://www.sgcarmart.com/listing/966650,toyota,rav4,2020,suv,160,2487,1650,1,11,156988
1030669,https://www.sgcarmart.com/listing/1030669,mercedes-benz,cla180,2014,luxury sedan,90,1595,1430,4,97075,54800
1028780,https://www.sgcarmart.com/listing/1028780,honda,jazz,2016,hatchback,96,1498,1046,1,57468,61800
1028742,https://www.sgcarmart.com/listing/1028742,audi,a4,2016,luxury sedan,110,1395,1450,2,81000,81988
1024557,https://www.sgcarmart.com/listing/1024557,honda,fit,2008,hatchback,73,1339,1010,5,187000,18800
1025058,https://www.sgcarmart.com/listing/1025058,hyundai,avante,2009,mid-sized sedan,89,1591,1264,2,149587,45800
1020142,https://www.sgcarmart.com/listing/1020142,toyota,sienta,2015,mpv,80,1496,1320,1,62500,60188
1030008,https://www.sgcarmart.com/listing/1030008,volkswagen,touran,2018,mpv,110,1395,1288,1,79968,91800
1025987,https://www.sgcarmart.com/listing/1025987,bmw,x2,2018,suv,103,1499,1415,2,38268,129800
1021610,https://www.sgcarmart.com/listing/1021610,bmw,x4,2015,suv,180,1997,1770,2,85000,121000
1027571,https://www.sgcarmart.com/listing/1027571,honda,e,2015,mpv,129,2356,1855,1,71800,64800
1015492,https://www.sgcarmart.com/listing/1015492,bmw,428i,2014,luxury sedan,180,1997,1530,1,48373,100500
994638,https://www.sgcarmart.com/listing/994638,suzuki,swift,2015,hatchback,70,1372,1055,2,72000,49800
1030220,https://www.sgcarmart.com/listing/1030220,bmw,116i,2021,hatchback,80,1499,1340,1,1003,133800
1015422,https://www.sgcarmart.com/listing/1015422,mazda,3,2015,hatchback,88,1496,1324,-1,106340,49800
1005749,https://www.sgcarmart.com/listing/1005749,toyota,wish,2016,mpv,105,1798,1360,1,84000,64800
1001506,https://www.sgcarmart.com/listing/1001506,honda,vezel,2016,suv,112,1496,1280,3,66700,58500
1023020,https://www.sgcarmart.com/listing/1023020,toyota,noah,2019,mpv,100,1797,1610,1,42,133800
1027217,https://www.sgcarmart.com/listing/1027217,mazda,2,2016,suv,121,1998,1528,1,81273,79888
1023841,https://www.sgcarmart.com/listing/1023841,kia,cerato,2016,mid-sized sedan,95,1591,1295,1,59663,52888
1009595,https://www.sgcarmart.com/listing/1009595,mercedes-benz,amg,2017,suv,270,2996,2240,2,28236,269900
1028334,https://www.sgcarmart.com/listing/1028334,toyota,harrier,2015,suv,111,1986,1610,1,104000,61800
1022738,https://www.sgcarmart.com/listing/1022738,subaru,forester,2015,suv,177,1998,1682,1,132792,54888
1022987,https://www.sgcarmart.com/listing/1022987,bmw,335i,2011,sports car,225,2979,1540,4,180222,108800
932770,https://www.sgcarmart.com/listing/932770,citroen,c5,2013,luxury sedan,84,1560,1525,2,99813,35800
1018510,https://www.sgcarmart.com/listing/1018510,toyota,sienta,2015,mpv,80,1496,1320,1,53000,52800
C1024783,https://www.sgcarmart.com/listing/C1024783,honda,e,2014,mpv,129,2356,1769,1,103000,57800
1026916,https://www.sgcarmart.com/listing/1026916,audi,tt,2010,sports car,200,1984,1415,6,110000,99800
1005483,https://www.sgcarmart.com/listing/1005483,lexus,es,2019,luxury sedan,160,2487,1680,1,32339,197888
1013880,https://www.sgcarmart.com/listing/1013880,toyota,c-hr,2017,suv,90,1797,1440,1,82000,77800
1022958,https://www.sgcarmart.com/listing/1022958,mercedes-benz,gla180,2019,suv,90,1595,1435,1,14205,122800
1022089,https://www.sgcarmart.com/listing/1022089,honda,civic,2020,mid-sized sedan,92,1597,1237,1,11000,96988
984710,https://www.sgcarmart.com/listing/984710,ferrari,458,2010,sports car,416,4497,1515,2,48888,488888
1028108,https://www.sgcarmart.com/listing/1028108,mitsubishi,lancer,2009,mid-sized sedan,79,1584,1162,2,70138,18900
1021566,https://www.sgcarmart.com/listing/1021566,mercedes-benz,cla180,2020,luxury sedan,96,1332,1410,1,12000,164988
1018196,https://www.sgcarmart.com/listing/1018196,lexus,is,2019,luxury sedan,180,1998,1620,1,19800,144800
963767,https://www.sgcarmart.com/listing/963767,nissan,qashqai,2016,suv,106,1997,1379,1,97700,63800
1024585,https://www.sgcarmart.com/listing/1024585,mazda,3,2016,mid-sized sedan,88,1496,1331,-1,71256,59800
1024124,https://www.sgcarmart.com/listing/1024124,daihatsu,copen,2008,sports car,47,659,840,4,121000,24800
1013142,https://www.sgcarmart.com/listing/1013142,audi,a6,2013,luxury sedan,132,1984,1565,1,31000,57500
1026838,https://www.sgcarmart.com/listing/1026838,hyundai,accent,2019,mid-sized sedan,73,1368,1115,1,6177,70800
1024504,https://www.sgcarmart.com/listing/1024504,audi,a5,2011,luxury sedan,155,1984,1615,5,170000,85888
1029658,https://www.sgcarmart.com/listing/1029658,mazda,2,2018,suv,115,1998,1290,1,36449,81888
1021868,https://www.sgcarmart.com/listing/1021868,hyundai,elantra,2018,mid-sized sedan,93,1591,1345,1,53000,67800
1020458,https://www.sgcarmart.com/listing/1020458,toyota,harrier,2007,suv,118,2362,1600,6,152000,60000
1024614,https://www.sgcarmart.com/listing/1024614,volkswagen,golf,2011,hatchback,90,1390,1241,2,81242,66800
1024254,https://www.sgcarmart.com/listing/1024254,mercedes-benz,amg,2011,luxury sedan,150,1796,1505,2,128688,42879
1019316,https://www.sgcarmart.com/listing/1019316,mazda,2,2018,suv,115,1998,1290,1,14000,73800
1016945,https://www.sgcarmart.com/listing/1016945,toyota,camry,2011,luxury sedan,108,1998,1530,1,88550,17888
1007632,https://www.sgcarmart.com/listing/1007632,subaru,forester,2018,suv,110,1995,1591,1,50000,83800
1019121,https://www.sgcarmart.com/listing/1019121,toyota,corolla,2017,mid-sized sedan,96,1598,1230,1,87888,65300
C1028790,https://www.sgcarmart.com/listing/C1028790,lexus,es,2016,luxury sedan,135,2494,1615,2,103947,110888
1021673,https://www.sgcarmart.com/listing/1021673,volkswagen,golf,2010,sports car,155,1984,1339,6,147000,30800
1025059,https://www.sgcarmart.com/listing/1025059,hyundai,elantra,2011,mid-sized sedan,95,1591,1267,1,66170,64800
1024885,https://www.sgcarmart.com/listing/1024885,mercedes-benz,amg,2018,suv,155,1991,1760,1,27000,202777
1028474,https://www.sgcarmart.com/listing/1028474,ferrari,f430,2007,sports car,360,4308,1360,6,33000,298888
1026768,https://www.sgcarmart.com/listing/1026768,mercedes-benz,amg,2019,mid-sized sedan,120,1332,1420,1,34000,160000
1019427,https://www.sgcarmart.com/listing/1019427,mercedes-benz,gla180,2019,suv,90,1595,1435,1,48000,119500
1029963,https://www.sgcarmart.com/listing/1029963,audi,a6,2017,luxury sedan,140,1798,1645,1,45000,132000
1022437,https://www.sgcarmart.com/listing/1022437,audi,s4,2011,sports car,245,2995,1685,3,107000,102800
1022339,https://www.sgcarmart.com/listing/1022339,mercedes-benz,b180,2013,hatchback,90,1595,1425,2,86000,43500
1022306,https://www.sgcarmart.com/listing/1022306,bmw,328i,2011,luxury sedan,180,1997,1455,1,87000,40800
1010475,https://www.sgcarmart.com/listing/1010475,kia,sorento,2016,suv,147,2199,2039,1,75000,89800
1008792,https://www.sgcarmart.com/listing/1008792,bmw,x1,2019,suv,103,1499,1430,1,32000,130800
1008617,https://www.sgcarmart.com/listing/1008617,bmw,116d,2018,hatchback,85,1496,1350,1,68000,90988
1022340,https://www.sgcarmart.com/listing/1022340,toyota,wish,2009,mpv,106,1987,1380,6,167000,34800
997770,https://www.sgcarmart.com/listing/997770,toyota,harrier,2019,suv,170,1998,1695,1,13000,134800
1023659,https://www.sgcarmart.com/listing/1023659,audi,a3,2019,luxury sedan,85,999,1280,1,35000,94800
1005686,https://www.sgcarmart.com/listing/1005686,volkswagen,touran,2019,mpv,110,1395,1288,1,12000,123888
1029085,https://www.sgcarmart.com/listing/1029085,bentley,continental,2016,sports car,373,3993,2295,3,66000,488000
989250,https://www.sgcarmart.com/listing/989250,nissan,serena,2015,mpv,109,1997,1680,1,79680,73888
1028232,https://www.sgcarmart.com/listing/1028232,mercedes-benz,e250,2012,sports car,150,1796,1725,1,85123,58800
996489,https://www.sgcarmart.com/listing/996489,skoda,rapid,2018,hatchback,92,1395,1331,2,29249,76500
1023649,https://www.sgcarmart.com/listing/1023649,hyundai,i30,2009,stationwagon,89,1591,1360,4,155500,22800
C964899,https://www.sgcarmart.com/listing/C964899,maserati,grancabrio,2011,sports car,323,4691,1980,5,31500,218000
1022693,https://www.sgcarmart.com/listing/1022693,kia,cerato,2109,mid-sized sedan,92,1591,1251,3,134000,20288
1020355,https://www.sgcarmart.com/listing/1020355,mitsubishi,outlander,2017,suv,123,2360,1625,1,32000,66500
1018184,https://www.sgcarmart.com/listing/1018184,mercedes-benz,c180,2011,luxury sedan,115,1597,1500,2,122000,72800
1005417,https://www.sgcarmart.com/listing/1005417,bmw,z4,2010,sports car,150,2497,1505,5,98000,89800
1026547,https://www.sgcarmart.com/listing/1026547,audi,rs,2021,stationwagon,453,3996,2175,1,652,529988
913562,https://www.sgcarmart.com/listing/913562,porsche,cayenne,2019,suv,250,2995,2060,1,22000,337800
1027009,https://www.sgcarmart.com/listing/1027009,mercedes-benz,amg,2015,suv,155,1991,1735,1,63000,125800
1026059,https://www.sgcarmart.com/listing/1026059,porsche,718,2018,sports car,220,1988,1365,2,16837,299000
1015235,https://www.sgcarmart.com/listing/1015235,bmw,x4,2017,suv,180,1997,1770,1,123000,156800
1026886,https://www.sgcarmart.com/listing/1026886,honda,vezel,2015,suv,96,1496,1190,3,68000,41800
1028885,https://www.sgcarmart.com/listing/1028885,mercedes-benz,amg,2015,luxury sedan,155,1991,1680,2,115000,115800
1012225,https://www.sgcarmart.com/listing/1012225,hyundai,i30,2009,hatchback,89,1591,1314,3,157000,22000
987535,https://www.sgcarmart.com/listing/987535,seat,alhambra,2019,mpv,162,1984,1838,1,13853,134000
1030914,https://www.sgcarmart.com/listing/1030914,subaru,legacy,2015,luxury sedan,129,2498,1604,1,74112,65800
1012005,https://www.sgcarmart.com/listing/1012005,mitsubishi,outlander,2018,suv,110,1998,1480,1,95239,88888
1025160,https://www.sgcarmart.com/listing/1025160,bmw,316i,2013,luxury sedan,100,1598,1405,2,155000,34800
1030193,https://www.sgcarmart.com/listing/1030193,volkswagen,golf,2016,hatchback,81,1197,1229,3,70226,56800
1030847,https://www.sgcarmart.com/listing/1030847,bmw,523i,2011,luxury sedan,150,2497,1650,3,192000,78800
991193,https://www.sgcarmart.com/listing/991193,honda,vezel,2017,suv,112,1496,1300,2,42142,79800
1015085,https://www.sgcarmart.com/listing/1015085,bmw,x1,2016,suv,141,1998,1485,2,59000,95800
1026213,https://www.sgcarmart.com/listing/1026213,honda,e,2015,mpv,129,2356,1855,2,125692,65800
C1030524,https://www.sgcarmart.com/listing/C1030524,honda,stream,2007,mpv,103,1799,1350,4,156500,16000
1021442,https://www.sgcarmart.com/listing/1021442,nissan,qashqai,2016,suv,85,1197,1285,1,60000,58800
1015574,https://www.sgcarmart.com/listing/1015574,nissan,qashqai,2016,suv,85,1197,1285,2,119000,53800
995569,https://www.sgcarmart.com/listing/995569,mazda,3,2016,mid-sized sedan,88,1496,1321,1,67000,51000
1028727,https://www.sgcarmart.com/listing/1028727,mercedes-benz,c180,2011,luxury sedan,115,1597,1500,2,156000,79800
1003578,https://www.sgcarmart.com/listing/1003578,honda,civic,2008,mid-sized sedan,103,1799,1219,3,142900,20800
1021074,https://www.sgcarmart.com/listing/1021074,nissan,note,2016,hatchback,72,1198,XXXXX,2,74141,41800
1006378,https://www.sgcarmart.com/listing/1006378,porsche,718,2020,sports car,309,3995,1495,1,4900,560000
1017886,https://www.sgcarmart.com/listing/1017886,lexus,es,2015,luxury sedan,151,2494,1705,1,57060,85100
1023499,https://www.sgcarmart.com/listing/1023499,mercedes-benz,amg,2014,luxury sedan,135,1991,1465,2,141100,89800
998892,https://www.sgcarmart.com/listing/998892,rolls-royce,dawn,2016,sports car,420,6592,2560,2,2500,1080000
997991,https://www.sgcarmart.com/listing/997991,mercedes-benz,e200,2018,luxury sedan,135,1991,1615,1,34000,190999
984766,https://www.sgcarmart.com/listing/984766,toyota,rav4,2016,suv,112,1987,1565,1,40108,82800
1030235,https://www.sgcarmart.com/listing/1030235,subaru,forester,2018,suv,115,1995,1591,1,18988,99777
974671,https://www.sgcarmart.com/listing/974671,bmw,x1,2019,suv,103,1499,1430,1,22000,133888
1030365,https://www.sgcarmart.com/listing/1030365,bmw,220i,2015,sports car,135,1997,1365,3,48000,97800
1011486,https://www.sgcarmart.com/listing/1011486,lexus,rx,2010,suv,220,3456,2110,4,93000,79999
1025264,https://www.sgcarmart.com/listing/1025264,volkswagen,jetta,2011,mid-sized sedan,90,1390,1417,2,186784,19800
1017321,https://www.sgcarmart.com/listing/1017321,maserati,ghibli,2014,luxury sedan,243,2979,1850,3,83338,182500
1005405,https://www.sgcarmart.com/listing/1005405,toyota,c-hr,2017,suv,90,1797,1440,1,29206,92800
1006692,https://www.sgcarmart.com/listing/1006692,volkswagen,sharan,2019,mpv,162,1984,1790,1,23339,136800
1014714,https://www.sgcarmart.com/listing/1014714,honda,airwave,2008,stationwagon,81,1496,1160,2,121068,13377
987888,https://www.sgcarmart.com/listing/987888,toyota,estima,2008,mpv,125,2362,1740,4,123500,61800
1021073,https://www.sgcarmart.com/listing/1021073,nissan,teana,2015,luxury sedan,127,2488,1510,1,52500,61000
1029664,https://www.sgcarmart.com/listing/1029664,toyota,vios,2009,mid-sized sedan,80,1497,1095,3,150000,20888
997055,https://www.sgcarmart.com/listing/997055,toyota,corolla,2008,mid-sized sedan,80,1598,1195,-1,158100,19800
962414,https://www.sgcarmart.com/listing/962414,land rover,freelander,2011,suv,171,3192,1845,1,81323,87800
1030912,https://www.sgcarmart.com/listing/1030912,toyota,sienta,2019,mpv,80,1496,1320,1,5000,90800
1026470,https://www.sgcarmart.com/listing/1026470,hyundai,elantra,2018,mid-sized sedan,93,1591,1345,1,70000,67800
1009405,https://www.sgcarmart.com/listing/1009405,bentley,continental,2014,sports car,373,3993,2295,2,22000,399800
975204,https://www.sgcarmart.com/listing/975204,lexus,is,2018,luxury sedan,180,1998,1620,1,54000,136800
1028333,https://www.sgcarmart.com/listing/1028333,citroen,ds4,2016,suv,88,1560,1310,-1,94240,49998
1025217,https://www.sgcarmart.com/listing/1025217,mazda,2,2017,mpv,111,1998,1532,1,70321,67800
1005772,https://www.sgcarmart.com/listing/1005772,jaguar,xj,2012,luxury sedan,250,2995,1834,2,185000,79800
973176,https://www.sgcarmart.com/listing/973176,bmw,520i,2014,luxury sedan,135,1997,1615,1,114000,73800
987809,https://www.sgcarmart.com/listing/987809,toyota,sienta,2015,mpv,80,1496,1320,3,56987,54888
1025359,https://www.sgcarmart.com/listing/1025359,mercedes-benz,c180,2012,luxury sedan,115,1595,1485,2,144184,39888
1027964,https://www.sgcarmart.com/listing/1027964,bmw,x1,2016,suv,100,1499,1430,1,96900,89800
987356,https://www.sgcarmart.com/listing/987356,nissan,almera,2016,mid-sized sedan,73,1498,1040,1,51000,56800
1008482,https://www.sgcarmart.com/listing/1008482,ford,focus,2016,mid-sized sedan,92,999,1334,1,59500,58000
959228,https://www.sgcarmart.com/listing/959228,lexus,ct,2111,hatchback,73,1798,1410,2,108032,79777
1020321,https://www.sgcarmart.com/listing/1020321,volkswagen,passat,2016,luxury sedan,132,1798,1480,1,28000,68800
1024823,https://www.sgcarmart.com/listing/1024823,mercedes-benz,cla180,2017,luxury sedan,90,1595,1430,2,41510,108800
1011098,https://www.sgcarmart.com/listing/1011098,kia,carens,2009,mpv,108,1998,1597,5,165000,23000
1028713,https://www.sgcarmart.com/listing/1028713,toyota,vellfire,2014,mpv,125,2362,1930,3,86830,75800
1007798,https://www.sgcarmart.com/listing/1007798,mini,cooper,2011,hatchback,90,1598,1105,4,104925,63998
1020133,https://www.sgcarmart.com/listing/1020133,mercedes-benz,sl500,2013,sports car,320,4663,1785,1,11000,275000
1023826,https://www.sgcarmart.com/listing/1023826,suzuki,vitara,2019,suv,103,1373,1180,-1,2400,95800
1008654,https://www.sgcarmart.com/listing/1008654,mercedes-benz,a200,2018,hatchback,120,1332,1375,1,50000,121800
996323,https://www.sgcarmart.com/listing/996323,toyota,noah,2019,mpv,100,1797,1610,1,20183,117800
970464,https://www.sgcarmart.com/listing/970464,mazda,2,2018,suv,115,1998,1290,1,45217,80888
1030896,https://www.sgcarmart.com/listing/1030896,mazda,2,2016,mpv,111,1998,1535,2,80000,63000
1022131,https://www.sgcarmart.com/listing/1022131,honda,civic,2017,mid-sized sedan,92,1597,1249,1,59383,79888
1010252,https://www.sgcarmart.com/listing/1010252,toyota,corolla,2011,mid-sized sedan,90,1598,1195,4,132549,38500
C1029370,https://www.sgcarmart.com/listing/C1029370,honda,shuttle,2018,stationwagon,101,1496,1190,-1,23000,83800
1018685,https://www.sgcarmart.com/listing/1018685,bmw,325i,2007,sports car,160,2996,1780,4,99000,68800
1023606,https://www.sgcarmart.com/listing/1023606,mercedes-benz,e250,2010,luxury sedan,150,1796,1650,2,130000,79800
1021308,https://www.sgcarmart.com/listing/1021308,toyota,alphard,2015,mpv,134,2493,1940,2,65000,99800
991556,https://www.sgcarmart.com/listing/991556,bmw,x1,2013,suv,135,1997,1510,2,79553,56888
1015942,https://www.sgcarmart.com/listing/1015942,porsche,911,2108,sports car,283,3800,1455,6,141000,233800
985370,https://www.sgcarmart.com/listing/985370,lexus,rx,2017,suv,175,1998,2070,1,68653,161800
990280,https://www.sgcarmart.com/listing/990280,mercedes-benz,c200,2018,luxury sedan,145,1497,1530,2,30937,151500
1004396,https://www.sgcarmart.com/listing/1004396,hyundai,elantra,2012,mid-sized sedan,95,1591,1267,2,76300,39888
1025587,https://www.sgcarmart.com/listing/1025587,bmw,x1,2016,suv,141,1998,1485,2,163162,87888
996749,https://www.sgcarmart.com/listing/996749,mercedes-benz,c200,2008,luxury sedan,135,1796,1505,4,200000,62000
1009123,https://www.sgcarmart.com/listing/1009123,mercedes-benz,c200,2017,luxury sedan,135,1991,1465,1,51665,133888
1026149,https://www.sgcarmart.com/listing/1026149,bmw,318i,2017,luxury sedan,100,1499,1425,2,79000,111000
981802,https://www.sgcarmart.com/listing/981802,mercedes-benz,e200,2010,luxury sedan,135,1796,1615,3,130000,82900
989927,https://www.sgcarmart.com/listing/989927,ssangyong,tivoli,2016,suv,94,1597,1300,1,65651,58900
1004479,https://www.sgcarmart.com/listing/1004479,subaru,wrx,2016,sports car,197,1998,1597,3,64000,96888
1009467,https://www.sgcarmart.com/listing/1009467,volvo,s90,2019,luxury sedan,235,1969,1818,1,13500,167500
1016841,https://www.sgcarmart.com/listing/1016841,mercedes-benz,s320l,2016,luxury sedan,200,2996,1940,2,64000,339800
1018244,https://www.sgcarmart.com/listing/1018244,toyota,vios,2008,mid-sized sedan,80,1497,1075,3,121000,50000
1024082,https://www.sgcarmart.com/listing/1024082,audi,r8,2010,sports car,316,4163,1565,3,33400,243888
1021172,https://www.sgcarmart.com/listing/1021172,mazda,3,2016,mid-sized sedan,88,1496,1321,3,94657,52800
1022974,https://www.sgcarmart.com/listing/1022974,bmw,523i,2010,luxury sedan,150,2497,1650,1,52600,78800
993574,https://www.sgcarmart.com/listing/993574,bmw,116d,2018,hatchback,85,1496,1350,1,35000,92800
1022014,https://www.sgcarmart.com/listing/1022014,bentley,continental,2015,sports car,388,3993,2295,3,45000,423800
1022932,https://www.sgcarmart.com/listing/1022932,bmw,330i,2016,luxury sedan,185,1998,1495,2,81000,111800
973133,https://www.sgcarmart.com/listing/973133,bmw,216d,2017,mpv,85,1496,1480,1,82000,100000
1028789,https://www.sgcarmart.com/listing/1028789,mercedes-benz,c180,2014,luxury sedan,115,1595,1425,1,90000,70800
1007824,https://www.sgcarmart.com/listing/1007824,mercedes-benz,c180,2011,sports car,115,1796,1520,3,86000,87800
1030649,https://www.sgcarmart.com/listing/1030649,honda,vezel,2015,suv,96,1496,1190,2,62000,54700
1028749,https://www.sgcarmart.com/listing/1028749,chevrolet,cruze,2011,mid-sized sedan,80,1598,1360,4,148000,60800
986172,https://www.sgcarmart.com/listing/986172,mazda,3,2016,hatchback,88,1496,1324,1,71000,55888
1029247,https://www.sgcarmart.com/listing/1029247,lexus,nx,2018,suv,175,1998,1755,1,33562,155888
1030736,https://www.sgcarmart.com/listing/1030736,bmw,216i,2020,mpv,80,1499,1490,1,10948,133800
1026761,https://www.sgcarmart.com/listing/1026761,bmw,216i,2018,mpv,75,1499,1480,1,56000,95500
1027226,https://www.sgcarmart.com/listing/1027226,mitsubishi,lancer,2008,mid-sized sedan,79,1584,1162,2,154000,19800
999064,https://www.sgcarmart.com/listing/999064,infiniti,q60,2017,sports car,155,1991,1692,2,51000,120000
