listing_id,url,make,model,manufactured,reg_date,type_of_vehicle,eco_category,transmission,power,engine_cap,curb_weight,no_of_owners,mileage,price
1007697,https://www.sgcarmart.com/listing/1007697,mercedes-benz,amg,2119,04-oct-2019,sports car,uncategorized,auto,336,2999,2045,1,44000,458888
997715,https://www.sgcarmart.com/listing/997715,bmw,318i,2016,07-jul-2016,luxury sedan,uncategorized,auto,100,1499,1425,1,65800,83800
999131,https://www.sgcarmart.com/listing/999131,honda,cr-v,2016,03-apr-2017,suv,uncategorized,auto,140,2354,1574,1,79800,82800
1025342,https://www.sgcarmart.com/listing/1025342,bmw,523i,2011,12-sep-2011,luxury sedan,uncategorized,auto,150,2497,1725,2,103000,89500
1002831,https://www.sgcarmart.com/listing/1002831,citroen,c4,2015,18-jun-2015,mpv,uncategorized,auto,85,1560,1295,1,95544,38900
1026789,https://www.sgcarmart.com/listing/1026789,Bmw,320i,2019,24-dec-2019,luxury sedan,uncategorized,auto,135,1998,1460,1,40000,178000
1030280,https://www.sgcarmart.com/listing/1030280,volvo,xc60,2014,14-apr-2015,suv,uncategorized,auto,180,1969,1781,1,78000,76800
1018644,https://www.sgcarmart.com/listing/1018644,Mercedes-Benz,e200,2011,30-sep-2011,sports car,uncategorized,auto,135,1796,1685,4,132000,106800
986417,https://www.sgcarmart.com/listing/986417,audi,tt,2011,30-jun-2011,sports car,uncategorized,auto,155,1984,1280,99999,115770,93888
1008632,https://www.sgcarmart.com/listing/1008632,honda,jazz,2018,10-aug-2018,hatchback,uncategorized,auto,96,1498,1088,3,56852,67800
1005306,https://www.sgcarmart.com/listing/1005306,kia,cerato,2012,30-may-2012,mid-sized_sedan,uncategorized,auto,91,1591,1261,1,132000,63800
1029494,https://www.sgcarmart.com/listing/1029494,Mercedes-Benz,c180,2007,04-jan-2008,luxury sedan,uncategorized,auto,115,1796,1485,2,68800,76500
1013625,https://www.sgcarmart.com/listing/1013625,mercedes-benz,gla200,2017,13-oct-2017,suv,uncategorized,auto,115,1595,1435,1,44000,115800
989578,https://www.sgcarmart.com/listing/989578,Hyundai,i30,2019,14-jan-2020,hatchback,uncategorized,auto,95,1353,1240,1,16000,87800
978302,https://www.sgcarmart.com/listing/978302,audi,s4,2011,09-dec-2011,sports car,uncategorized,auto,245,2995,1685,4,105000,128800
1029757,https://www.sgcarmart.com/listing/1029757,Bmw,320i,2019,27-feb-2020,luxury sedan,uncategorized,auto,135,1998,1460,1,7700,171800
1009482,https://www.sgcarmart.com/listing/1009482,Mazda,2,2019,26-dec-2019,hatchback,uncategorized,auto,85,1496,1067,1,10773,75800
1016345,https://www.sgcarmart.com/listing/1016345,toyota,harrier,2016,04-may-2016,suv,uncategorized,auto,111,1986,1580,1,63000,76800
1018568,https://www.sgcarmart.com/listing/1018568,honda,fit,2018,28-feb-2020,hatchback,uncategorized,auto,101,1496,1080,1,43000,80808
1028230,https://www.sgcarmart.com/listing/1028230,opel,corsa,2020,30-oct-2020,hatchback,uncategorized,auto,96,1199,1158,1,11000,83800
1019930,https://www.sgcarmart.com/listing/1019930,honda,grace,2016,20-mar-2017,mid-sized sedan,uncategorized,auto,97,1496,1110,1,52575,48800
1027120,https://www.sgcarmart.com/listing/1027120,Volvo,v40,2015,29-apr-2015,hatchback,uncategorized,auto,84,1560,1448,2,84000,51800
1027691,https://www.sgcarmart.com/listing/1027691,toyota,alphard,2016,23-mar-2016,mpv,uncategorized,auto,134,2494,2075,1,88500,113800
1030764,https://www.sgcarmart.com/listing/1030764,Suzuki,grand,2010,17-jun-2010,suv,uncategorized,auto,103,1995,1555,4,150000,63800
993839,https://www.sgcarmart.com/listing/993839,bmw,x1,2019,30-jul-2020,suv,uncategorized,auto,141,1998,1485,1,2800,146800
1025694,https://www.sgcarmart.com/listing/1025694,audi,a5,2017,12-sep-2017,luxury_sedan,uncategorized,auto,140,1984,1535,2,85000,118800
1012845,https://www.sgcarmart.com/listing/1012845,nissan,qashqai,2017,19-sep-2017,suv,uncategorized,auto,85,1197,1325,1,51030,70800
1022854,https://www.sgcarmart.com/listing/1022854,mazda,3,2015,14-jan-2016,mid-sized sedan,uncategorized,auto,88,1496,1321,1,78000,47800
1025636,https://www.sgcarmart.com/listing/1025636,lexus,is,2006,28-apr-2006,luxury_sedan,uncategorized,auto,153,2500,1625,6,181037,38888
1016118,https://www.sgcarmart.com/listing/1016118,citroen,c3,2018,28-jun-2019,suv,uncategorized,auto,81,1199,1203,99999,51000,79777
1019122,https://www.sgcarmart.com/listing/1019122,toyota,previa,2017,24-jul-2017,mpv,uncategorized,auto,125,2362,1775,1,70000,110800
1003974,https://www.sgcarmart.com/listing/1003974,audi,q7,2015,16-sep-2015,suv,uncategorized,auto,245,2995,2105,2,169000,143000
1024133,https://www.sgcarmart.com/listing/1024133,audi,q3,2020,12-nov-2020,suv,uncategorized,auto,110,1395,1545,1,10500,149999
1027563,https://www.sgcarmart.com/listing/1027563,mitsubishi,outlander,2018,05-nov-2018,suv,uncategorized,auto,110,1998,1480,1,81300,89800
1022860,https://www.sgcarmart.com/listing/1022860,Subaru,xv,2016,17-feb-2017,suv,uncategorized,auto,84,1600,1480,1,63000,58500
1017600,https://www.sgcarmart.com/listing/1017600,honda,jazz,2009,11-apr-2012,hatchback,uncategorized,manual,73,1339,1060,1,81000,16000
1029861,https://www.sgcarmart.com/listing/1029861,hyundai,tucson,2019,29-nov-2019,suv,uncategorized,auto,130,1591,1594,1,21500,107800
1029455,https://www.sgcarmart.com/listing/1029455,toyota,camry,2020,24-mar-2021,luxury sedan,uncategorized,auto,160,2487,1495,1,5500,133800
1017664,https://www.sgcarmart.com/listing/1017664,kia,sportage,2016,28-jul-2016,suv,uncategorized,auto,114,1999,1500,1,48000,71800
1025192,https://www.sgcarmart.com/listing/1025192,bmw,520i,2114,26-jun-2015,luxury sedan,uncategorized,auto,135,1997,1615,2,113000,82800
1008208,https://www.sgcarmart.com/listing/1008208,toyota,prius,2019,20-jan-2020,mpv,uncategorized,auto,100,1798,1500,1,23043,111800
1009715,https://www.sgcarmart.com/listing/1009715,Bmw,x2,2018,31-dec-2018,suv,uncategorized,auto,103,1499,1415,2,39500,124800
1004256,https://www.sgcarmart.com/listing/1004256,toyota,corolla,2008,29-nov-2008,mid-sized sedan,uncategorized,auto,80,1598,1195,4,149400,17800
979553,https://www.sgcarmart.com/listing/979553,mercedes-benz,s450,2019,02-dec-2019,luxury sedan,uncategorized,auto,270,2996,1955,1,19000,369800
1023796,https://www.sgcarmart.com/listing/1023796,kia,carens,2018,06-sep-2018,mpv,uncategorized,auto,104,1685,1525,99999,83000,81000
995054,https://www.sgcarmart.com/listing/995054,lexus,ct,2011,01-aug-2011,hatchback,uncategorized,auto,73,1798,1410,3,115600,77800
1026518,https://www.sgcarmart.com/listing/1026518,mazda,3,2015,12-may-2015,mid-sized sedan,uncategorized,auto,88,1496,1321,2,72339,38800
1015543,https://www.sgcarmart.com/listing/1015543,audi,s4,2010,24-aug-2010,sports car,uncategorized,auto,245,2995,1685,3,173000,99800
1022206,https://www.sgcarmart.com/listing/1022206,mercedes-benz,gla180,2019,21-nov-2019,suv,uncategorized,auto,90,1595,1435,1,19234,129800
987599,https://www.sgcarmart.com/listing/987599,volvo,s60,2015,22-apr-2016,luxury sedan,uncategorized,auto,180,1969,1557,2,98714,69800
1029412,https://www.sgcarmart.com/listing/1029412,mercedes-benz,amg,2017,11-oct-2017,suv,uncategorized,auto,270,2996,2180,3,49288,236800
1025783,https://www.sgcarmart.com/listing/1025783,volkswagen,golf,2016,30-sep-2016,hatchback,uncategorized,auto,92,1395,1249,2,63000,65000
1010237,https://www.sgcarmart.com/listing/1010237,bmw,520i,2019,26-jun-2019,luxury sedan,uncategorized,auto,135,1998,1530,1,22759,180800
1030690,https://www.sgcarmart.com/listing/1030690,mitsubishi,lancer,2008,29-oct-2008,mid-sized sedan,uncategorized,manual,79,1584,1162,2,125000,16800
1027614,https://www.sgcarmart.com/listing/1027614,honda,vezel,2019,16-aug-2019,suv,uncategorized,auto,96,1496,1190,1,48000,82800
1028845,https://www.sgcarmart.com/listing/1028845,bmw,116i,2021,16-jun-2021,hatchback,uncategorized,auto,80,1499,1340,1,1800,133800
1024589,https://www.sgcarmart.com/listing/1024589,bmw,640i,2013,06-jun-2014,luxury sedan,uncategorized,auto,235,2979,1750,1,112583,135800
1013123,https://www.sgcarmart.com/listing/1013123,mercedes-benz,c180,2011,15-jul-2011,luxury sedan,uncategorized,auto,115,1597,1500,6,126400,80800
953365,https://www.sgcarmart.com/listing/953365,mclaren,12c,2013,31-dec-2013,sports car,uncategorized,auto,460,3798,1549,3,20000,478000
1021321,https://www.sgcarmart.com/listing/1021321,Citroen,c4,2016,16-nov-2016,mpv,uncategorized,auto,88,1560,1359,1,76000,61800
1002678,https://www.sgcarmart.com/listing/1002678,bmw,216i,2019,27-aug-2019,hatchback,uncategorized,auto,80,1499,1380,1,21000,105800
1030206,https://www.sgcarmart.com/listing/1030206,hyundai,elantra,2015,18-sep-2015,mid-sized sedan,uncategorized,auto,97,1591,1292,2,140600,42800
1030909,https://www.sgcarmart.com/listing/1030909,kia,stonic,2019,17-apr-2019,suv,uncategorized,auto,88,998,1185,1,34000,71500
1024642,https://www.sgcarmart.com/listing/1024642,mercedes-benz,gla180,2019,26-feb-2020,suv,uncategorized,auto,90,1595,1435,1,28876,123800
1010763,https://www.sgcarmart.com/listing/1010763,hyundai,avante,2009,19-aug-2009,mid-sized sedan,uncategorized,auto,89,1591,1264,2,142000,21800
1016895,https://www.sgcarmart.com/listing/1016895,toyota,corolla,2016,02-may-2017,mid-sized sedan,uncategorized,auto,90,1598,1215,1,103888,66800
1027804,https://www.sgcarmart.com/listing/1027804,ferrari,488,2016,18-mar-2016,sports car,uncategorized,auto,493,3902,1515,2,8450,705000
1023049,https://www.sgcarmart.com/listing/1023049,volvo,v40,2014,13-may-2015,hatchback,uncategorized,auto,84,1560,1427,2,81000,43800
1027928,https://www.sgcarmart.com/listing/1027928,toyota,vellfire,2015,14-dec-2015,mpv,uncategorized,auto,134,2493,1960,1,60000,94988
1027159,https://www.sgcarmart.com/listing/1027159,toyota,vellfire,2013,17-sep-2013,mpv,uncategorized,auto,206,3456,2030,2,100000,68000
1016004,https://www.sgcarmart.com/listing/1016004,toyota,alphard,2021,13-jul-2021,mpv,uncategorized,auto,134,2493,2030,1,38,225888
1020570,https://www.sgcarmart.com/listing/1020570,honda,freed,2008,31-oct-2008,mpv,uncategorized,auto,87,1496,1310,2,147000,20500
1027618,https://www.sgcarmart.com/listing/1027618,hyundai,tucson,2017,12-sep-2017,suv,uncategorized,auto,130,1591,1594,1,75000,80800
981786,https://www.sgcarmart.com/listing/981786,mitsubishi,lancer,2016,08-nov-2016,mid-sized sedan,uncategorized,auto,86,1590,1284,1,67255,52800
1027211,https://www.sgcarmart.com/listing/1027211,toyota,vellfire,2009,11-dec-2009,mpv,uncategorized,auto,206,3456,1990,3,129000,88888
1021591,https://www.sgcarmart.com/listing/1021591,honda,accord,2007,08-apr-2007,sports car,uncategorized,manual,162,1998,1390,5,386000,65888
1028184,https://www.sgcarmart.com/listing/1028184,toyota,vitz,2017,26-apr-2018,hatchback,uncategorized,auto,73,1496,1100,1,42000,67000
1021073,https://www.sgcarmart.com/listing/1021073,Nissan,teana,2015,29-feb-2016,luxury sedan,uncategorized,auto,127,2488,1510,1,52500,61000
1025059,https://www.sgcarmart.com/listing/1025059,hyundai,elantra,2011,25-aug-2011,mid-sized sedan,uncategorized,auto,95,1591,1267,1,66170,64800
1006603,https://www.sgcarmart.com/listing/1006603,Mercedes-Benz,c180,2112,20-jun-2012,luxury sedan,uncategorized,auto,115,1597,1500,2,115629,78787
1004998,https://www.sgcarmart.com/listing/1004998,mercedes-benz,amg,2018,18-jan-2019,suv,uncategorized,auto,155,1991,1760,2,34000,190333
1023129,https://www.sgcarmart.com/listing/1023129,Honda,vezel,2017,22-sep-2017,suv,uncategorized,auto,112,1496,1280,1,86988,66800
1024423,https://www.sgcarmart.com/listing/1024423,hyundai,sonata,2006,26-jan-2008,luxury sedan,uncategorized,auto,106,1998,1552,3,100000,10800
1025507,https://www.sgcarmart.com/listing/1025507,volkswagen,golf,2009,18-nov-2009,sports car,uncategorized,auto,155,1984,1339,4,173763,72888
1001655,https://www.sgcarmart.com/listing/1001655,Toyota,sienta,2019,04-mar-2019,mpv,uncategorized,auto,79,1496,1350,99999,34660,81800
1020593,https://www.sgcarmart.com/listing/1020593,mazda,2,2016,14-feb-2017,hatchback,uncategorized,auto,85,1496,1036,1,46300,54200
1026676,https://www.sgcarmart.com/listing/1026676,kia,cerato,2009,11-jun-2009,mid-sized_sedan,uncategorized,manual,92,1591,1227,3,135000,19000
1028720,https://www.sgcarmart.com/listing/1028720,toyota,noah,2018,29-jan-2019,mpv,uncategorized,auto,100,1797,1610,1,60250,108500
1029233,https://www.sgcarmart.com/listing/1029233,mercedes-benz,c180,2016,14-feb-2017,luxury sedan,uncategorized,auto,115,1595,1425,1,65000,109800
1013756,https://www.sgcarmart.com/listing/1013756,hyundai,santa,2014,05-aug-2014,suv,uncategorized,auto,141,2359,1874,1,53000,60300
1027591,https://www.sgcarmart.com/listing/1027591,honda,vezel,2016,29-aug-2017,suv,uncategorized,auto,96,1496,1210,1,120000,60888
1019494,https://www.sgcarmart.com/listing/1019494,Mercedes-Benz,glc250,2018,01-jun-2018,suv,uncategorized,auto,155,1991,1735,2,40000,161999
1022986,https://www.sgcarmart.com/listing/1022986,bmw,m3,2014,26-jun-2015,sports car,uncategorized,auto,317,2979,1560,2,62000,188000
1018594,https://www.sgcarmart.com/listing/1018594,Mercedes-Benz,e250,2014,26-jan-2015,luxury sedan,uncategorized,auto,155,1991,1680,1,83696,85800
996302,https://www.sgcarmart.com/listing/996302,kia,stonic,2019,21-nov-2019,suv,uncategorized,auto,88,998,1185,1,31929,73333
1019290,https://www.sgcarmart.com/listing/1019290,honda,jazz,2108,18-may-2009,hatchback,uncategorized,auto,73,1339,1060,2,162600,21888
994251,https://www.sgcarmart.com/listing/994251,toyota,vellfire,2015,30-mar-2016,mpv,uncategorized,auto,134,2493,2000,1,78000,106800
995143,https://www.sgcarmart.com/listing/995143,honda,freed,2018,23-jan-2019,mpv,uncategorized,auto,101,1496,1430,2,25503,95800
951912,https://www.sgcarmart.com/listing/951912,honda,vezel,2015,11-nov-2015,suv,uncategorized,auto,96,1496,1190,2,58479,43888
1021946,https://www.sgcarmart.com/listing/1021946,mercedes-benz,amg,2012,05-feb-2013,sports car,uncategorized,auto,380,6208,1710,5,58000,258800
1023668,https://www.sgcarmart.com/listing/1023668,bmw,318i,2017,31-may-2018,luxury sedan,uncategorized,auto,100,1499,1425,1,32000,114800
993611,https://www.sgcarmart.com/listing/993611,Mitsubishi,attrage,2020,24-aug-2020,mid-sized sedan,uncategorized,auto,59,1193,945,1,8000,69800
988651,https://www.sgcarmart.com/listing/988651,toyota,estima,2015,23-oct-2015,mpv,uncategorized,auto,125,2362,1790,1,89106,77800
1011745,https://www.sgcarmart.com/listing/1011745,toyota,vellfire,2015,24-jun-2016,mpv,uncategorized,auto,134,2493,2000,3,85000,105800
961099,https://www.sgcarmart.com/listing/961099,toyota,camry,2018,31-jan-2019,luxury sedan,uncategorized,auto,123,1998,1520,1,41080,108800
991685,https://www.sgcarmart.com/listing/991685,mazda,2,2007,25-apr-2008,sports car,uncategorized,auto,118,1999,1151,3,78304,80000
1023397,https://www.sgcarmart.com/listing/1023397,bmw,525i,2009,19-aug-2009,luxury sedan,uncategorized,auto,160,2497,1605,99999,151000,56999
1022002,https://www.sgcarmart.com/listing/1022002,Honda,vezel,2016,02-sep-2016,suv,uncategorized,auto,112,1496,1280,1,65218,59800
1022118,https://www.sgcarmart.com/listing/1022118,mercedes-benz,a180,2015,01-dec-2015,hatchback,uncategorized,auto,90,1595,1395,5,130000,77000
1028894,https://www.sgcarmart.com/listing/1028894,volkswagen,tiguan,2016,20-may-2016,suv,uncategorized,auto,118,1390,1551,2,87000,69800
1029165,https://www.sgcarmart.com/listing/1029165,toyota,corolla,2011,28-dec-2011,mid-sized sedan,uncategorized,auto,90,1598,1195,2,148000,16800
984647,https://www.sgcarmart.com/listing/984647,Bmw,116i,2013,25-sep-2013,hatchback,uncategorized,auto,100,1598,1310,2,102000,40800
1030271,https://www.sgcarmart.com/listing/1030271,Bmw,116i,2012,28-jun-2012,hatchback,uncategorized,auto,100,1598,1310,3,98327,73800
1013847,https://www.sgcarmart.com/listing/1013847,mitsubishi,attrage,2019,06-dec-2019,mid-sized sedan,uncategorized,auto,59,1193,940,1,25084,63800
1015402,https://www.sgcarmart.com/listing/1015402,honda,fit,2018,10-sep-2019,hatchback,uncategorized,auto,73,1317,1030,1,35267,67888
1020758,https://www.sgcarmart.com/listing/1020758,mercedes-benz,cla180,2020,24-sep-2020,luxury_sedan,uncategorized,auto,96,1332,1410,1,8530,158800
1022944,https://www.sgcarmart.com/listing/1022944,Toyota,corolla,2015,01-dec-2015,mid-sized sedan,uncategorized,auto,90,1598,1205,1,79028,53800
1018405,https://www.sgcarmart.com/listing/1018405,audi,a5,2019,11-feb-2020,luxury sedan,uncategorized,auto,140,1984,1535,1,8000,160999
1030530,https://www.sgcarmart.com/listing/1030530,toyota,corolla,2116,07-sep-2016,mid-sized sedan,uncategorized,auto,90,1598,1205,1,73228,60800
1028839,https://www.sgcarmart.com/listing/1028839,honda,fit,2014,16-oct-2014,hatchback,uncategorized,auto,73,1317,1020,2,137200,32800
933231,https://www.sgcarmart.com/listing/933231,suzuki,swift,2015,28-may-2015,hatchback,uncategorized,auto,70,1372,1055,1,56000,39800
1020851,https://www.sgcarmart.com/listing/1020851,mercedes-benz,e200,2016,12-jan-2017,luxury sedan,uncategorized,auto,135,1991,1605,1,100000,131300
1027249,https://www.sgcarmart.com/listing/1027249,Nissan,qashqai,2015,05-nov-2015,suv,uncategorized,auto,85,1197,1285,3,87000,48800
1001295,https://www.sgcarmart.com/listing/1001295,volkswagen,scirocco,2016,14-aug-2017,sports_car,uncategorized,auto,90,1390,1245,1,60900,75800
1019333,https://www.sgcarmart.com/listing/1019333,Toyota,wish,2109,24-aug-2009,mpv,uncategorized,auto,106,1797,1340,4,152000,27800
1014186,https://www.sgcarmart.com/listing/1014186,mercedes-benz,s400l,2016,22-dec-2016,luxury sedan,uncategorized,auto,245,2996,1935,1,100000,209800
1024080,https://www.sgcarmart.com/listing/1024080,hyundai,ioniq,2017,29-jun-2017,hatchback,uncategorized,auto,103,1580,1370,1,55000,69888
1026594,https://www.sgcarmart.com/listing/1026594,toyota,vios,2009,06-aug-2009,mid-sized sedan,uncategorized,auto,80,1497,1095,4,100000,20800
970465,https://www.sgcarmart.com/listing/970465,hyundai,elantra,2011,23-sep-2011,mid-sized sedan,uncategorized,auto,95,1591,1267,3,128000,38888
1027820,https://www.sgcarmart.com/listing/1027820,nissan,note,2018,29-may-2019,hatchback,uncategorized,auto,58,1198,1048,1,36383,61888
1025501,https://www.sgcarmart.com/listing/1025501,Mercedes-Benz,s350,2010,18-mar-2010,luxury_sedan,uncategorized,auto,200,3498,1850,2,38750,132999
1030155,https://www.sgcarmart.com/listing/1030155,seat,ibiza,2017,30-oct-2018,hatchback,uncategorized,auto,85,999,1164,1,20736,65888
1030182,https://www.sgcarmart.com/listing/1030182,honda,fit,2008,17-dec-2008,hatchback,uncategorized,auto,73,1339,1010,4,112000,16800
1027272,https://www.sgcarmart.com/listing/1027272,subaru,legacy,2016,21-dec-2016,luxury sedan,uncategorized,auto,129,2498,1604,1,88600,67800
1026369,https://www.sgcarmart.com/listing/1026369,mercedes-benz,s300l,2112,22-oct-2012,luxury sedan,uncategorized,auto,170,2997,1850,2,126582,68800
1012390,https://www.sgcarmart.com/listing/1012390,jaguar,e-pace,2019,13-mar-2020,suv,uncategorized,auto,147,1997,1757,1,19000,153800
1028492,https://www.sgcarmart.com/listing/1028492,subaru,xv,2015,29-feb-2016,suv,uncategorized,auto,84,1600,1480,1,74000,53800
1004528,https://www.sgcarmart.com/listing/1004528,Lexus,is,2019,05-jul-2019,luxury sedan,uncategorized,auto,180,1998,1620,1,51000,122800
1025638,https://www.sgcarmart.com/listing/1025638,toyota,harrier,2016,19-sep-2016,suv,uncategorized,auto,111,1986,1610,1,104000,88188
1030154,https://www.sgcarmart.com/listing/1030154,mercedes-benz,e250,2014,05-feb-2015,luxury sedan,uncategorized,auto,155,1991,1680,3,90000,86800
1016134,https://www.sgcarmart.com/listing/1016134,toyota,corolla,2009,09-jul-2009,mid-sized sedan,uncategorized,auto,80,1598,1195,3,128000,21000
993449,https://www.sgcarmart.com/listing/993449,volkswagen,golf,2017,30-apr-2018,hatchback,uncategorized,auto,81,999,1257,1,40103,72800
1025821,https://www.sgcarmart.com/listing/1025821,mazda,2,2016,05-aug-2016,mpv,uncategorized,auto,111,1998,1535,1,88000,58500
1018846,https://www.sgcarmart.com/listing/1018846,bmw,216i,2019,23-dec-2019,mpv,uncategorized,auto,80,1499,1490,2,7000,111777
989191,https://www.sgcarmart.com/listing/989191,nissan,sylphy,2015,30-jul-2015,mid-sized sedan,uncategorized,auto,85,1598,1205,2,87000,46800
1002664,https://www.sgcarmart.com/listing/1002664,bmw,x1,2019,16-aug-2019,suv,uncategorized,auto,103,1499,1430,1,36000,129999
1017311,https://www.sgcarmart.com/listing/1017311,nissan,qashqai,2016,20-jul-2016,suv,uncategorized,auto,85,1197,1285,1,49802,56998
1018945,https://www.sgcarmart.com/listing/1018945,subaru,xv,2015,22-mar-2016,suv,uncategorized,auto,84,1600,1480,1,105000,52800
1011758,https://www.sgcarmart.com/listing/1011758,Bmw,216i,2020,19-jan-2021,mpv,uncategorized,auto,80,1499,1490,1,7300,138800
972860,https://www.sgcarmart.com/listing/972860,infiniti,q50,2018,26-mar-2019,luxury sedan,uncategorized,auto,155,1991,1644,1,29000,122000
1005579,https://www.sgcarmart.com/listing/1005579,Mazda,2,2016,18-jan-2017,mid-sized sedan,uncategorized,auto,85,1496,1079,2,85154,52800
1028168,https://www.sgcarmart.com/listing/1028168,toyota,wish,2017,17-oct-2017,mpv,uncategorized,auto,105,1798,1355,1,68000,76800
910284,https://www.sgcarmart.com/listing/910284,honda,shuttle,2019,09-jul-2020,stationwagon,uncategorized,auto,95,1496,1130,1,11,91988
1020589,https://www.sgcarmart.com/listing/1020589,bmw,216i,2020,08-jan-2021,mpv,uncategorized,auto,80,1499,1490,1,6667,136444
997323,https://www.sgcarmart.com/listing/997323,subaru,outback,2016,27-jul-2016,suv,uncategorized,auto,129,2498,1684,1,65000,67800
940536,https://www.sgcarmart.com/listing/940536,bmw,125i,2010,26-nov-2010,sports car,uncategorized,auto,160,2996,1430,6,179862,66800
1025407,https://www.sgcarmart.com/listing/1025407,mercedes-benz,e250,2010,11-aug-2010,luxury sedan,uncategorized,auto,150,1796,1650,6,110000,80000
1026568,https://www.sgcarmart.com/listing/1026568,opel,astra,2017,23-aug-2017,stationwagon,uncategorized,auto,77,999,1203,1,72194,59800
1022838,https://www.sgcarmart.com/listing/1022838,Honda,mobilio,2016,05-oct-2016,mpv,uncategorized,auto,88,1497,1160,1,71000,59000
1020147,https://www.sgcarmart.com/listing/1020147,volvo,s60,2014,23-oct-2014,luxury_sedan,uncategorized,auto,180,1969,1557,1,76000,48800
1002409,https://www.sgcarmart.com/listing/1002409,bentley,continental,2006,18-oct-2006,luxury_sedan,uncategorized,auto,412,5998,2525,4,52000,125000
1021627,https://www.sgcarmart.com/listing/1021627,toyota,vios,2008,17-sep-2008,mid-sized sedan,uncategorized,auto,80,1497,1095,1,114000,17999
1023782,https://www.sgcarmart.com/listing/1023782,toyota,corolla,2015,09-mar-2016,mid-sized_sedan,uncategorized,auto,90,1598,1205,1,98000,55800
1020343,https://www.sgcarmart.com/listing/1020343,honda,civic,2008,05-jun-2008,mid-sized sedan,uncategorized,auto,103,1799,1219,3,123000,15800
1008455,https://www.sgcarmart.com/listing/1008455,toyota,vellfire,2015,14-sep-2015,mpv,uncategorized,auto,134,2493,2000,3,69000,92688
956083,https://www.sgcarmart.com/listing/956083,honda,civic,2008,06-jun-2009,mid-sized sedan,uncategorized,auto,92,1595,1220,4,192000,21500
1028118,https://www.sgcarmart.com/listing/1028118,volkswagen,sportsvan,2015,27-dec-2017,hatchback,uncategorized,auto,92,1395,1383,99999,45151,68888
1030264,https://www.sgcarmart.com/listing/1030264,Porsche,panamera,2012,10-may-2012,sports car,uncategorized,auto,300,3605,1760,2,71000,188800
1014896,https://www.sgcarmart.com/listing/1014896,mercedes-benz,amg,2020,16-jul-2021,suv,uncategorized,auto,287,2996,1880,1,652,362988
1022274,https://www.sgcarmart.com/listing/1022274,kia,cerato,2015,30-sep-2015,mid-sized sedan,uncategorized,auto,95,1591,1295,1,65737,46800
966817,https://www.sgcarmart.com/listing/966817,Toyota,prius,2017,31-may-2018,hatchback,uncategorized,auto,74,1497,1120,1,45000,75800
1022855,https://www.sgcarmart.com/listing/1022855,Bmw,x3,2017,11-jul-2017,suv,uncategorized,auto,135,1997,1680,1,66000,123800
1022037,https://www.sgcarmart.com/listing/1022037,morgan,aero,2010,20-jan-2012,sports car,uncategorized,auto,270,4799,1220,3,3888,388888
997031,https://www.sgcarmart.com/listing/997031,volkswagen,jetta,2013,30-may-2014,mid-sized sedan,uncategorized,auto,90,1390,1417,3,162232,39000
1020183,https://www.sgcarmart.com/listing/1020183,honda,vezel,2015,04-jan-2016,suv,uncategorized,auto,96,1496,1190,2,61800,51800
1026957,https://www.sgcarmart.com/listing/1026957,bmw,520i,2011,30-mar-2012,luxury sedan,uncategorized,auto,135,1997,1610,99999,150000,37800
1010714,https://www.sgcarmart.com/listing/1010714,subaru,impreza,2007,28-may-2008,mid-sized sedan,uncategorized,auto,70,1597,1280,5,131000,11000
1009755,https://www.sgcarmart.com/listing/1009755,volkswagen,t-cross,2020,26-feb-2021,suv,uncategorized,auto,85,999,1369,1,6000,103988
1007605,https://www.sgcarmart.com/listing/1007605,maserati,granturismo,2010,16-mar-2011,sports car,uncategorized,auto,323,4691,1955,6,55000,220800
1029082,https://www.sgcarmart.com/listing/1029082,nissan,teana,2016,22-dec-2016,luxury sedan,uncategorized,auto,100,1997,1470,1,19500,69800
1029486,https://www.sgcarmart.com/listing/1029486,audi,a6,2011,24-nov-2011,luxury sedan,uncategorized,auto,220,2995,1740,2,128000,98800
1012175,https://www.sgcarmart.com/listing/1012175,mercedes-benz,cla180,2016,21-sep-2016,luxury sedan,uncategorized,auto,90,1595,1430,1,90000,88800
1006080,https://www.sgcarmart.com/listing/1006080,mazda,2,2016,31-mar-2016,mpv,uncategorized,auto,111,1998,1535,2,69998,54800
1022629,https://www.sgcarmart.com/listing/1022629,toyota,sienta,2015,27-apr-2016,mpv,uncategorized,auto,80,1496,1320,3,140000,53800
1015981,https://www.sgcarmart.com/listing/1015981,kia,cerato,2019,07-jun-2019,mid-sized sedan,uncategorized,auto,93,1591,1287,1,13137,72888
1030910,https://www.sgcarmart.com/listing/1030910,Bmw,535i,2011,01-jul-2011,luxury sedan,uncategorized,auto,225,2979,1775,6,110000,112000
1016483,https://www.sgcarmart.com/listing/1016483,ferrari,458,2012,21-dec-2012,sports car,uncategorized,auto,416,4497,1485,6,68000,598800
1001959,https://www.sgcarmart.com/listing/1001959,mercedes-benz,e200,2014,14-nov-2014,luxury sedan,uncategorized,auto,135,1991,1655,2,120000,71500
1000787,https://www.sgcarmart.com/listing/1000787,Bmw,528i,2013,29-nov-2013,luxury sedan,uncategorized,auto,180,1997,1615,2,110000,68888
1003211,https://www.sgcarmart.com/listing/1003211,mazda,3,2017,08-aug-2017,mid-sized_sedan,uncategorized,auto,88,1496,1310,2,33900,59800
